ngram,count,z_score
classificatory supplies,1,-0.30412378896591885
supplies any,2,-0.013400334805464332
any additional,4,0.5680465735154447
additional icuconformant,2,-0.013400334805464332
icuconformant collating,1,-0.30412378896591885
collating rules,1,-0.30412378896591885
rules to,2,-0.013400334805464332
used when,1,-0.30412378896591885
when sorting,1,-0.30412378896591885
sorting correction,1,-0.30412378896591885
correction contains,1,-0.30412378896591885
the correct,1,-0.30412378896591885
correct form,1,-0.30412378896591885
form of,46,12.778431648254534
a passage,2,-0.013400334805464332
passage apparently,1,-0.30412378896591885
apparently erroneous,1,-0.30412378896591885
erroneous in,1,-0.30412378896591885
the copy,1,-0.30412378896591885
copy text,1,-0.30412378896591885
text contains,3,0.2773231193549902
contains verbatim,1,-0.30412378896591885
verbatim text,1,-0.30412378896591885
text which,1,-0.30412378896591885
which has,3,0.2773231193549902
been corrected,1,-0.30412378896591885
corrected or,1,-0.30412378896591885
or an,3,0.2773231193549902
an empty,1,-0.30412378896591885
empty string,1,-0.30412378896591885
string if,1,-0.30412378896591885
if a,1,-0.30412378896591885
crossedout a,1,-0.30412378896591885
code identifying,1,-0.30412378896591885
the agency,2,-0.013400334805464332
agency responsible,3,0.2773231193549902
responsible for,4,0.5680465735154447
for making,1,-0.30412378896591885
making the,1,-0.30412378896591885
the contains,1,-0.30412378896591885
contains information,1,-0.30412378896591885
the creation,1,-0.30412378896591885
text supplies,2,-0.013400334805464332
the year,1,-0.30412378896591885
original composition,1,-0.30412378896591885
composition if,1,-0.30412378896591885
if known,1,-0.30412378896591885
known or,1,-0.30412378896591885
or 0000000,1,-0.30412378896591885
0000000 if,1,-0.30412378896591885
if contains,1,-0.30412378896591885
a date,1,-0.30412378896591885
date in,1,-0.30412378896591885
in any,1,-0.30412378896591885
any format,1,-0.30412378896591885
format supplies,1,-0.30412378896591885
a standardized,1,-0.30412378896591885
standardized representation,1,-0.30412378896591885
representation of,1,-0.30412378896591885
date specifies,1,-0.30412378896591885
the default,3,0.2773231193549902
default declared,1,-0.30412378896591885
declared value,1,-0.30412378896591885
value for,1,-0.30412378896591885
for an,3,0.2773231193549902
an attribute,3,0.2773231193549902
attribute description,1,-0.30412378896591885
description contains,2,-0.013400334805464332
brief description,3,0.2773231193549902
the purpose,1,-0.30412378896591885
purpose and,1,-0.30412378896591885
and application,1,-0.30412378896591885
application for,1,-0.30412378896591885
contains an,4,0.5680465735154447
an informal,2,-0.013400334805464332
the regional,1,-0.30412378896591885
regional variety,1,-0.30412378896591885
variety of,1,-0.30412378896591885
of supplies,1,-0.30412378896591885
a person,1,-0.30412378896591885
other agency,1,-0.30412378896591885
for the,8,1.7309403901572629
text division,1,-0.30412378896591885
division contains,1,-0.30412378896591885
a subdivision,1,-0.30412378896591885
subdivision of,1,-0.30412378896591885
the front,1,-0.30412378896591885
front body,1,-0.30412378896591885
body or,1,-0.30412378896591885
or back,1,-0.30412378896591885
back of,1,-0.30412378896591885
a for,1,-0.30412378896591885
a spoken,3,0.2773231193549902
spoken text,6,1.1494934818363538
text identities,2,-0.013400334805464332
identities the,2,-0.013400334805464332
the tape,1,-0.30412378896591885
tape corresponding,1,-0.30412378896591885
corresponding to,1,-0.30412378896591885
to this,1,-0.30412378896591885
this for,1,-0.30412378896591885
the declarations,1,-0.30412378896591885
declarations for,1,-0.30412378896591885
for setting,1,-0.30412378896591885
setting specifies,1,-0.30412378896591885
the hierarchic,1,-0.30412378896591885
hierarchic level,1,-0.30412378896591885
of this,4,0.5680465735154447
this division,1,-0.30412378896591885
division as,1,-0.30412378896591885
a number,2,-0.013400334805464332
number identifies,1,-0.30412378896591885
the type,3,0.2773231193549902
type or,1,-0.30412378896591885
or function,1,-0.30412378896591885
function of,2,-0.013400334805464332
the division,1,-0.30412378896591885
division for,1,-0.30412378896591885
a written,1,-0.30412378896591885
written text,3,0.2773231193549902
crossedout edition,1,-0.30412378896591885
edition describes,1,-0.30412378896591885
describes the,6,1.1494934818363538
the particularities,1,-0.30412378896591885
particularities of,1,-0.30412378896591885
of one,1,-0.30412378896591885
one edition,2,-0.013400334805464332
edition of,2,-0.013400334805464332
an identifying,2,-0.013400334805464332
identifying number,2,-0.013400334805464332
number for,3,0.2773231193549902
the edition,1,-0.30412378896591885
edition edition,1,-0.30412378896591885
edition statement,1,-0.30412378896591885
statement groups,3,0.2773231193549902
groups information,5,0.8587700276758993
information relating,2,-0.013400334805464332
relating to,2,-0.013400334805464332
to one,1,-0.30412378896591885
text editor,1,-0.30412378896591885
editor secondary,1,-0.30412378896591885
secondary statement,1,-0.30412378896591885
statement of,3,0.2773231193549902
of responsibility,3,0.2773231193549902
responsibility for,2,-0.013400334805464332
a supplies,3,0.2773231193549902
the editor,1,-0.30412378896591885
editor where,1,-0.30412378896591885
where multiple,1,-0.30412378896591885
multiple editors,1,-0.30412378896591885
editors are,1,-0.30412378896591885
are editorial,1,-0.30412378896591885
editorial practice,1,-0.30412378896591885
practice declaration,1,-0.30412378896591885
declaration provides,3,0.2773231193549902
provides details,1,-0.30412378896591885
of editorial,1,-0.30412378896591885
editorial principles,1,-0.30412378896591885
principles and,1,-0.30412378896591885
and practices,1,-0.30412378896591885
practices applied,1,-0.30412378896591885
applied specifies,1,-0.30412378896591885
the xaira,1,-0.30412378896591885
xaira indexing,1,-0.30412378896591885
more identifies,1,-0.30412378896591885
element to,1,-0.30412378896591885
element or,1,-0.30412378896591885
or its,1,-0.30412378896591885
its no,1,-0.30412378896591885
element will,2,-0.013400334805464332
be only,2,-0.013400334805464332
only the,3,0.2773231193549902
text and,3,0.2773231193549902
and child,1,-0.30412378896591885
child content,1,-0.30412378896591885
content of,1,-0.30412378896591885
the start,1,-0.30412378896591885
start and,1,-0.30412378896591885
and end,1,-0.30412378896591885
end tags,1,-0.30412378896591885
tags for,1,-0.30412378896591885
the encoding,1,-0.30412378896591885
encoding description,1,-0.30412378896591885
description documents,1,-0.30412378896591885
documents the,1,-0.30412378896591885
the relationship,2,-0.013400334805464332
relationship between,1,-0.30412378896591885
between an,1,-0.30412378896591885
an electronic,3,0.2773231193549902
electronic text,1,-0.30412378896591885
and the,2,-0.013400334805464332
the event,2,-0.013400334805464332
event any,1,-0.30412378896591885
any phenomenon,1,-0.30412378896591885
phenomenon or,1,-0.30412378896591885
or occurrence,1,-0.30412378896591885
occurrence not,1,-0.30412378896591885
not necessarily,3,0.2773231193549902
necessarily vocalized,1,-0.30412378896591885
vocalized or,1,-0.30412378896591885
or provides,1,-0.30412378896591885
event duration,2,-0.013400334805464332
duration indicates,4,0.5680465735154447
the duration,4,0.5680465735154447
duration of,4,0.5680465735154447
element in,4,0.5680465735154447
in minutes,4,0.5680465735154447
minutes specifies,1,-0.30412378896591885
the approximate,1,-0.30412378896591885
approximate size,1,-0.30412378896591885
size of,1,-0.30412378896591885
in orthographic,1,-0.30412378896591885
orthographic file,1,-0.30412378896591885
file description,1,-0.30412378896591885
a full,1,-0.30412378896591885
full bibliographic,1,-0.30412378896591885
of an,3,0.2773231193549902
electronic omitted,1,-0.30412378896591885
omitted material,1,-0.30412378896591885
material indicates,1,-0.30412378896591885
indicates a,1,-0.30412378896591885
a point,1,-0.30412378896591885
point where,1,-0.30412378896591885
where material,1,-0.30412378896591885
material has,1,-0.30412378896591885
been omitted,2,-0.013400334805464332
omitted from,1,-0.30412378896591885
the briefly,1,-0.30412378896591885
briefly describes,1,-0.30412378896591885
material which,1,-0.30412378896591885
omitted gives,1,-0.30412378896591885
gives further,1,-0.30412378896591885
further details,1,-0.30412378896591885
the reason,1,-0.30412378896591885
reason for,1,-0.30412378896591885
for omission,1,-0.30412378896591885
omission indicates,1,-0.30412378896591885
the generic,1,-0.30412378896591885
generic identifier,3,0.2773231193549902
identifier contains,3,0.2773231193549902
name generic,2,-0.013400334805464332
identifier of,2,-0.013400334805464332
an element,2,-0.013400334805464332
element supplies,1,-0.30412378896591885
be heading,1,-0.30412378896591885
heading contains,1,-0.30412378896591885
contains any,4,0.5680465735154447
any type,1,-0.30412378896591885
type of,3,0.2773231193549902
of heading,2,-0.013400334805464332
heading for,1,-0.30412378896591885
example the,1,-0.30412378896591885
the title,2,-0.013400334805464332
title of,3,0.2773231193549902
a section,1,-0.30412378896591885
section a,1,-0.30412378896591885
a major,1,-0.30412378896591885
major heading,1,-0.30412378896591885
heading any,1,-0.30412378896591885
any subheading,1,-0.30412378896591885
subheading a,1,-0.30412378896591885
a subheading,1,-0.30412378896591885
subheading providing,1,-0.30412378896591885
providing the,1,-0.30412378896591885
a a,3,0.2773231193549902
crossedout highlighted,1,-0.30412378896591885
highlighted marks,1,-0.30412378896591885
marks a,1,-0.30412378896591885
a word,3,0.2773231193549902
word or,2,-0.013400334805464332
or phrase,2,-0.013400334805464332
phrase as,1,-0.30412378896591885
as graphically,1,-0.30412378896591885
graphically distinct,1,-0.30412378896591885
distinct from,1,-0.30412378896591885
the a,3,0.2773231193549902
crossedout contains,4,0.5680465735154447
identifier or,1,-0.30412378896591885
or name,1,-0.30412378896591885
name for,2,-0.013400334805464332
an object,1,-0.30412378896591885
object of,1,-0.30412378896591885
of some,1,-0.30412378896591885
some kind,1,-0.30412378896591885
kind in,1,-0.30412378896591885
a formal,2,-0.013400334805464332
formal language,1,-0.30412378896591885
language supplies,1,-0.30412378896591885
be identifying,1,-0.30412378896591885
number supplies,1,-0.30412378896591885
identifying code,1,-0.30412378896591885
code for,1,-0.30412378896591885
text categorizes,1,-0.30412378896591885
categorizes the,2,-0.013400334805464332
the code,1,-0.30412378896591885
code number,1,-0.30412378896591885
used categorizes,1,-0.30412378896591885
the number,3,0.2773231193549902
example as,1,-0.30412378896591885
as an,1,-0.30412378896591885
an isbn,1,-0.30412378896591885
isbn or,1,-0.30412378896591885
other groups,1,-0.30412378896591885
the publication,2,-0.013400334805464332
publication or,2,-0.013400334805464332
or distribution,2,-0.013400334805464332
distribution internal,1,-0.30412378896591885
one a,1,-0.30412378896591885
crossedout supplies,1,-0.30412378896591885
of element,2,-0.013400334805464332
element names,2,-0.013400334805464332
names carrying,1,-0.30412378896591885
carrying an,1,-0.30412378896591885
attribute which,1,-0.30412378896591885
has keywords,1,-0.30412378896591885
keywords contains,1,-0.30412378896591885
of keywords,1,-0.30412378896591885
keywords or,1,-0.30412378896591885
or phrases,1,-0.30412378896591885
phrases identifying,1,-0.30412378896591885
the topic,2,-0.013400334805464332
topic or,2,-0.013400334805464332
or identifies,1,-0.30412378896591885
the controlled,1,-0.30412378896591885
controlled vocabulary,1,-0.30412378896591885
vocabulary within,1,-0.30412378896591885
the set,1,-0.30412378896591885
set of,2,-0.013400334805464332
of verse,3,0.2773231193549902
verse line,1,-0.30412378896591885
line contains,1,-0.30412378896591885
single possibly,1,-0.30412378896591885
possibly incomplete,1,-0.30412378896591885
incomplete line,1,-0.30412378896591885
line of,1,-0.30412378896591885
verse a,1,-0.30412378896591885
the label,2,-0.013400334805464332
label associated,1,-0.30412378896591885
with an,1,-0.30412378896591885
an item,1,-0.30412378896591885
item in,1,-0.30412378896591885
list in,1,-0.30412378896591885
crossedout specifies,1,-0.30412378896591885
label to,1,-0.30412378896591885
be generated,2,-0.013400334805464332
generated for,1,-0.30412378896591885
the parent,1,-0.30412378896591885
parent reference,1,-0.30412378896591885
reference specifies,1,-0.30412378896591885
specifies when,1,-0.30412378896591885
when the,3,0.2773231193549902
the new,2,-0.013400334805464332
new label,3,0.2773231193549902
label is,3,0.2773231193549902
generated a,1,-0.30412378896591885
a new,4,0.5680465735154447
is generated,2,-0.013400334805464332
generated when,2,-0.013400334805464332
when a,2,-0.013400334805464332
new a,1,-0.30412378896591885
new language,1,-0.30412378896591885
language usage,1,-0.30412378896591885
usage describes,1,-0.30412378896591885
the languages,1,-0.30412378896591885
languages sublanguages,1,-0.30412378896591885
sublanguages registers,1,-0.30412378896591885
registers dialects,1,-0.30412378896591885
dialects etc,1,-0.30412378896591885
etc characterizes,1,-0.30412378896591885
characterizes a,1,-0.30412378896591885
single language,1,-0.30412378896591885
language or,1,-0.30412378896591885
or sublanguage,1,-0.30412378896591885
sublanguage used,1,-0.30412378896591885
used within,2,-0.013400334805464332
a language,3,0.2773231193549902
language code,1,-0.30412378896591885
code constructed,1,-0.30412378896591885
constructed as,1,-0.30412378896591885
as defined,1,-0.30412378896591885
defined in,1,-0.30412378896591885
in rfc,1,-0.30412378896591885
rfc 3066,1,-0.30412378896591885
3066 or,1,-0.30412378896591885
or lang,1,-0.30412378896591885
lang attribute,1,-0.30412378896591885
attribute line,1,-0.30412378896591885
line group,1,-0.30412378896591885
group contains,1,-0.30412378896591885
a group,1,-0.30412378896591885
verse lines,1,-0.30412378896591885
lines functioning,1,-0.30412378896591885
functioning as,1,-0.30412378896591885
formal unit,1,-0.30412378896591885
unit contains,1,-0.30412378896591885
any sequence,1,-0.30412378896591885
sequence of,1,-0.30412378896591885
of items,1,-0.30412378896591885
items organized,1,-0.30412378896591885
organized as,1,-0.30412378896591885
list a,1,-0.30412378896591885
crossedout locale,1,-0.30412378896591885
locale contains,1,-0.30412378896591885
the nature,3,0.2773231193549902
nature of,3,0.2773231193549902
a multiword,1,-0.30412378896591885
multiword unit,1,-0.30412378896591885
unit as,1,-0.30412378896591885
by claws,1,-0.30412378896591885
claws that,1,-0.30412378896591885
that is,1,-0.30412378896591885
this word,2,-0.013400334805464332
word adjective,2,-0.013400334805464332
adjective general,2,-0.013400334805464332
general or,2,-0.013400334805464332
or positive,2,-0.013400334805464332
positive eg,2,-0.013400334805464332
eg good,2,-0.013400334805464332
good old,2,-0.013400334805464332
old beautiful,2,-0.013400334805464332
beautiful comparative,2,-0.013400334805464332
comparative adjective,2,-0.013400334805464332
adjective eg,4,0.5680465735154447
eg better,2,-0.013400334805464332
better older,2,-0.013400334805464332
older superlative,2,-0.013400334805464332
superlative adjective,2,-0.013400334805464332
eg best,2,-0.013400334805464332
best oldest,2,-0.013400334805464332
oldest article,2,-0.013400334805464332
article eg,2,-0.013400334805464332
eg the,2,-0.013400334805464332
a an,2,-0.013400334805464332
an no,2,-0.013400334805464332
no general,2,-0.013400334805464332
general adverb,2,-0.013400334805464332
adverb an,2,-0.013400334805464332
an adverb,2,-0.013400334805464332
adverb not,2,-0.013400334805464332
not subclassified,2,-0.013400334805464332
subclassified as,2,-0.013400334805464332
as avp,2,-0.013400334805464332
avp or,2,-0.013400334805464332
or avq,2,-0.013400334805464332
avq see,2,-0.013400334805464332
see below,2,-0.013400334805464332
below eg,2,-0.013400334805464332
eg often,2,-0.013400334805464332
often well,2,-0.013400334805464332
well longer,2,-0.013400334805464332
longer adv,2,-0.013400334805464332
adv furthest,2,-0.013400334805464332
furthest adverb,2,-0.013400334805464332
adverb particle,6,1.1494934818363538
particle eg,2,-0.013400334805464332
eg up,2,-0.013400334805464332
up off,2,-0.013400334805464332
off out,2,-0.013400334805464332
out whadverb,2,-0.013400334805464332
whadverb eg,2,-0.013400334805464332
eg when,2,-0.013400334805464332
when where,2,-0.013400334805464332
where how,2,-0.013400334805464332
how why,2,-0.013400334805464332
why wherever,2,-0.013400334805464332
wherever coordinating,2,-0.013400334805464332
coordinating conjunction,2,-0.013400334805464332
conjunction eg,4,0.5680465735154447
eg and,2,-0.013400334805464332
and or,2,-0.013400334805464332
or but,2,-0.013400334805464332
but subordinating,2,-0.013400334805464332
subordinating conjunction,12,2.8938342067990805
eg although,2,-0.013400334805464332
although when,2,-0.013400334805464332
the subordinating,2,-0.013400334805464332
conjunction that,2,-0.013400334805464332
that cardinal,2,-0.013400334805464332
cardinal number,2,-0.013400334805464332
number eg,4,0.5680465735154447
eg one,2,-0.013400334805464332
one 3,2,-0.013400334805464332
3 fiftyfive,2,-0.013400334805464332
fiftyfive 3609,2,-0.013400334805464332
3609 possessive,2,-0.013400334805464332
possessive determinerpronoun,2,-0.013400334805464332
determinerpronoun eg,2,-0.013400334805464332
eg your,2,-0.013400334805464332
your their,2,-0.013400334805464332
their his,2,-0.013400334805464332
his general,2,-0.013400334805464332
general determinerpronoun,2,-0.013400334805464332
determinerpronoun ie,2,-0.013400334805464332
ie a,3,0.2773231193549902
a determinerpronoun,2,-0.013400334805464332
determinerpronoun which,2,-0.013400334805464332
which is,2,-0.013400334805464332
not a,2,-0.013400334805464332
a dtq,2,-0.013400334805464332
dtq or,2,-0.013400334805464332
an at0,2,-0.013400334805464332
at0 whdeterminerpronoun,2,-0.013400334805464332
whdeterminerpronoun eg,2,-0.013400334805464332
eg which,2,-0.013400334805464332
which what,2,-0.013400334805464332
what whose,2,-0.013400334805464332
whose whichever,2,-0.013400334805464332
whichever existential,2,-0.013400334805464332
existential there,2,-0.013400334805464332
there ie,2,-0.013400334805464332
ie there,2,-0.013400334805464332
there occurring,2,-0.013400334805464332
occurring in,2,-0.013400334805464332
the there,2,-0.013400334805464332
is or,2,-0.013400334805464332
or there,2,-0.013400334805464332
there are,2,-0.013400334805464332
are construction,2,-0.013400334805464332
construction interjection,2,-0.013400334805464332
interjection or,2,-0.013400334805464332
other isolate,2,-0.013400334805464332
isolate eg,2,-0.013400334805464332
eg oh,2,-0.013400334805464332
oh yes,2,-0.013400334805464332
yes mhm,2,-0.013400334805464332
mhm wow,2,-0.013400334805464332
wow common,2,-0.013400334805464332
common noun,6,1.1494934818363538
noun neutral,2,-0.013400334805464332
neutral for,2,-0.013400334805464332
for number,2,-0.013400334805464332
eg aircraft,2,-0.013400334805464332
aircraft data,2,-0.013400334805464332
data committee,2,-0.013400334805464332
committee singular,2,-0.013400334805464332
singular common,2,-0.013400334805464332
noun eg,6,1.1494934818363538
eg pencil,2,-0.013400334805464332
pencil goose,2,-0.013400334805464332
goose time,2,-0.013400334805464332
time revelation,2,-0.013400334805464332
revelation plural,2,-0.013400334805464332
plural common,2,-0.013400334805464332
eg pencils,2,-0.013400334805464332
pencils geese,2,-0.013400334805464332
geese times,2,-0.013400334805464332
times revelations,2,-0.013400334805464332
revelations proper,2,-0.013400334805464332
proper noun,9,2.0216638443177173
eg london,2,-0.013400334805464332
london michael,2,-0.013400334805464332
michael mars,2,-0.013400334805464332
mars ibm,2,-0.013400334805464332
ibm ordinal,2,-0.013400334805464332
ordinal numeral,2,-0.013400334805464332
numeral eg,2,-0.013400334805464332
eg first,2,-0.013400334805464332
first sixth,2,-0.013400334805464332
sixth 77th,2,-0.013400334805464332
77th last,2,-0.013400334805464332
last indefinite,2,-0.013400334805464332
indefinite pronoun,6,1.1494934818363538
pronoun eg,6,1.1494934818363538
eg none,2,-0.013400334805464332
none everything,2,-0.013400334805464332
everything one,2,-0.013400334805464332
one as,2,-0.013400334805464332
as pronoun,2,-0.013400334805464332
pronoun nobody,2,-0.013400334805464332
nobody personal,2,-0.013400334805464332
personal pronoun,2,-0.013400334805464332
eg i,2,-0.013400334805464332
i you,2,-0.013400334805464332
you them,2,-0.013400334805464332
them ours,2,-0.013400334805464332
ours whpronoun,2,-0.013400334805464332
whpronoun eg,2,-0.013400334805464332
eg who,2,-0.013400334805464332
who whoever,2,-0.013400334805464332
whoever whom,2,-0.013400334805464332
whom reflexive,2,-0.013400334805464332
reflexive pronoun,2,-0.013400334805464332
eg myself,2,-0.013400334805464332
myself yourself,2,-0.013400334805464332
yourself itself,2,-0.013400334805464332
itself ourselves,2,-0.013400334805464332
ourselves the,2,-0.013400334805464332
the possessive,2,-0.013400334805464332
possessive or,2,-0.013400334805464332
or genitive,2,-0.013400334805464332
genitive marker,2,-0.013400334805464332
marker s,2,-0.013400334805464332
s or,2,-0.013400334805464332
or the,2,-0.013400334805464332
the preposition,2,-0.013400334805464332
preposition of,2,-0.013400334805464332
of preposition,2,-0.013400334805464332
preposition except,2,-0.013400334805464332
except for,4,0.5680465735154447
for of,2,-0.013400334805464332
of eg,2,-0.013400334805464332
eg about,2,-0.013400334805464332
about at,2,-0.013400334805464332
at in,2,-0.013400334805464332
in on,2,-0.013400334805464332
on on,2,-0.013400334805464332
on behalf,2,-0.013400334805464332
behalf of,2,-0.013400334805464332
of with,2,-0.013400334805464332
with infinitive,2,-0.013400334805464332
infinitive marker,2,-0.013400334805464332
marker to,2,-0.013400334805464332
to unclassified,2,-0.013400334805464332
unclassified items,2,-0.013400334805464332
items which,2,-0.013400334805464332
which are,2,-0.013400334805464332
are not,2,-0.013400334805464332
not appropriately,2,-0.013400334805464332
appropriately considered,2,-0.013400334805464332
considered as,2,-0.013400334805464332
as items,2,-0.013400334805464332
items of,2,-0.013400334805464332
the english,2,-0.013400334805464332
english lexicon,2,-0.013400334805464332
lexicon the,2,-0.013400334805464332
the present,2,-0.013400334805464332
present tense,2,-0.013400334805464332
tense forms,4,0.5680465735154447
forms of,4,0.5680465735154447
the verb,36,9.871197106649989
verb be,14,3.47528111511999
be except,2,-0.013400334805464332
for is,2,-0.013400334805464332
is s,4,0.5680465735154447
s ie,2,-0.013400334805464332
ie am,2,-0.013400334805464332
am are,2,-0.013400334805464332
are m,2,-0.013400334805464332
m re,2,-0.013400334805464332
re and,2,-0.013400334805464332
and be,2,-0.013400334805464332
be subjunctive,2,-0.013400334805464332
subjunctive or,2,-0.013400334805464332
or imperative,2,-0.013400334805464332
imperative the,2,-0.013400334805464332
the past,16,4.056728023440899
past tense,16,4.056728023440899
be was,2,-0.013400334805464332
was and,2,-0.013400334805464332
and were,2,-0.013400334805464332
were the,2,-0.013400334805464332
the ing,8,1.7309403901572629
ing form,8,1.7309403901572629
be being,2,-0.013400334805464332
being the,2,-0.013400334805464332
the infinitive,8,1.7309403901572629
infinitive form,8,1.7309403901572629
be be,2,-0.013400334805464332
be the,2,-0.013400334805464332
past participle,16,4.056728023440899
participle form,8,1.7309403901572629
be been,2,-0.013400334805464332
the s,8,1.7309403901572629
s form,8,1.7309403901572629
be is,2,-0.013400334805464332
s the,4,0.5680465735154447
the finite,6,1.1494934818363538
finite base,6,1.1494934818363538
base form,6,1.1494934818363538
be do,2,-0.013400334805464332
do the,4,0.5680465735154447
tense form,6,1.1494934818363538
verb do,10,2.3123872984781717
do did,2,-0.013400334805464332
did the,2,-0.013400334805464332
do doing,2,-0.013400334805464332
doing the,2,-0.013400334805464332
do do,2,-0.013400334805464332
do done,2,-0.013400334805464332
done the,2,-0.013400334805464332
do does,2,-0.013400334805464332
does s,2,-0.013400334805464332
verb have,12,2.8938342067990805
have have,4,0.5680465735154447
have ve,2,-0.013400334805464332
ve the,2,-0.013400334805464332
have had,4,0.5680465735154447
had d,2,-0.013400334805464332
have having,2,-0.013400334805464332
having the,2,-0.013400334805464332
have the,2,-0.013400334805464332
had the,2,-0.013400334805464332
have has,2,-0.013400334805464332
has s,2,-0.013400334805464332
s modal,2,-0.013400334805464332
modal auxiliary,2,-0.013400334805464332
auxiliary verb,2,-0.013400334805464332
verb eg,2,-0.013400334805464332
eg will,2,-0.013400334805464332
will would,2,-0.013400334805464332
would can,2,-0.013400334805464332
can could,2,-0.013400334805464332
could ll,2,-0.013400334805464332
ll d,2,-0.013400334805464332
of lexical,12,2.8938342067990805
lexical verbs,12,2.8938342067990805
verbs eg,12,2.8938342067990805
eg forget,4,0.5680465735154447
forget send,4,0.5680465735154447
send live,4,0.5680465735154447
live return,4,0.5680465735154447
return including,2,-0.013400334805464332
including the,2,-0.013400334805464332
the imperative,2,-0.013400334805464332
imperative and,2,-0.013400334805464332
and present,2,-0.013400334805464332
present subjunctive,2,-0.013400334805464332
subjunctive the,2,-0.013400334805464332
eg forgot,2,-0.013400334805464332
forgot sent,2,-0.013400334805464332
sent lived,4,0.5680465735154447
lived returned,4,0.5680465735154447
returned the,4,0.5680465735154447
eg forgetting,2,-0.013400334805464332
forgetting sending,2,-0.013400334805464332
sending living,2,-0.013400334805464332
living returning,2,-0.013400334805464332
returning the,2,-0.013400334805464332
return the,2,-0.013400334805464332
eg forgotten,2,-0.013400334805464332
forgotten sent,2,-0.013400334805464332
eg forgets,2,-0.013400334805464332
forgets sends,2,-0.013400334805464332
sends lives,2,-0.013400334805464332
lives returns,2,-0.013400334805464332
returns the,2,-0.013400334805464332
the negative,2,-0.013400334805464332
negative particle,2,-0.013400334805464332
particle not,2,-0.013400334805464332
not or,2,-0.013400334805464332
or nt,2,-0.013400334805464332
nt alphabetical,2,-0.013400334805464332
alphabetical symbols,2,-0.013400334805464332
symbols eg,2,-0.013400334805464332
eg a,2,-0.013400334805464332
a b,2,-0.013400334805464332
b b,2,-0.013400334805464332
b c,2,-0.013400334805464332
c d,2,-0.013400334805464332
d probably,2,-0.013400334805464332
probably aj0,10,2.3123872984781717
aj0 adjective,18,4.6381749317618075
adjective but,10,2.3123872984781717
but maybe,60,16.848560006500897
maybe av0,2,-0.013400334805464332
av0 adverb,4,0.5680465735154447
adverb probably,4,0.5680465735154447
maybe nn1,8,1.7309403901572629
nn1 singular,16,4.056728023440899
singular noun,16,4.056728023440899
noun probably,10,2.3123872984781717
maybe vvd,4,0.5680465735154447
vvd verb,8,1.7309403901572629
verb past,16,4.056728023440899
tense probably,4,0.5680465735154447
maybe vvg,4,0.5680465735154447
vvg ing,8,1.7309403901572629
ing verb,8,1.7309403901572629
verb probably,8,1.7309403901572629
maybe vvn,4,0.5680465735154447
vvn verb,8,1.7309403901572629
participle probably,4,0.5680465735154447
probably av0,2,-0.013400334805464332
