ngram,count,z_score
adverb but,4,0.5680465735154447
maybe aj0,10,2.3123872984781717
adjective probably,8,1.7309403901572629
probably avp,2,-0.013400334805464332
avp adverb,4,0.5680465735154447
particle but,2,-0.013400334805464332
maybe prp,4,0.5680465735154447
prp preposition,8,1.7309403901572629
preposition probably,4,0.5680465735154447
probably avq,2,-0.013400334805464332
avq wh,4,0.5680465735154447
wh adverb,4,0.5680465735154447
maybe cjs,4,0.5680465735154447
cjs subordinating,8,1.7309403901572629
conjunction probably,6,1.1494934818363538
probably cjs,4,0.5680465735154447
conjunction but,6,1.1494934818363538
maybe avq,2,-0.013400334805464332
probably cjt,2,-0.013400334805464332
cjt that,4,0.5680465735154447
that as,4,0.5680465735154447
as conjunction,4,0.5680465735154447
maybe dt0,2,-0.013400334805464332
dt0 determiner,4,0.5680465735154447
determiner probably,2,-0.013400334805464332
probably crd,2,-0.013400334805464332
crd number,4,0.5680465735154447
number but,2,-0.013400334805464332
maybe pni,2,-0.013400334805464332
pni indefinite,4,0.5680465735154447
pronoun probably,2,-0.013400334805464332
probably dt0,2,-0.013400334805464332
determiner but,2,-0.013400334805464332
maybe cjt,2,-0.013400334805464332
probably nn1,8,1.7309403901572629
noun but,12,2.8938342067990805
maybe np0,2,-0.013400334805464332
np0 proper,4,0.5680465735154447
maybe vvb,2,-0.013400334805464332
vvb verb,4,0.5680465735154447
probably nn2,2,-0.013400334805464332
nn2 plural,4,0.5680465735154447
plural noun,4,0.5680465735154447
maybe vvz,2,-0.013400334805464332
vvz s,4,0.5680465735154447
s verb,4,0.5680465735154447
probably np0,2,-0.013400334805464332
probably pni,2,-0.013400334805464332
pronoun but,2,-0.013400334805464332
maybe crd,2,-0.013400334805464332
number probably,2,-0.013400334805464332
probably prp,4,0.5680465735154447
preposition but,4,0.5680465735154447
maybe avp,2,-0.013400334805464332
particle probably,2,-0.013400334805464332
probably vvb,2,-0.013400334805464332
verb but,8,1.7309403901572629
probably vvd,4,0.5680465735154447
tense but,4,0.5680465735154447
probably vvg,4,0.5680465735154447
probably vvn,4,0.5680465735154447
participle but,4,0.5680465735154447
aj0 probably,2,-0.013400334805464332
probably vvz,2,-0.013400334805464332
maybe nn2,2,-0.013400334805464332
noun name,1,-0.30412378896591885
name proper,1,-0.30412378896591885
noun contains,1,-0.30412378896591885
a proper,2,-0.013400334805464332
noun or,2,-0.013400334805464332
or noun,1,-0.30412378896591885
noun phrase,1,-0.30412378896591885
phrase supplies,1,-0.30412378896591885
names or,1,-0.30412378896591885
or attribute,1,-0.30412378896591885
attribute identifiers,1,-0.30412378896591885
identifiers supplies,1,-0.30412378896591885
the formal,1,-0.30412378896591885
formal name,2,-0.013400334805464332
the elements,2,-0.013400334805464332
elements the,1,-0.30412378896591885
the full,2,-0.013400334805464332
full formal,1,-0.30412378896591885
namespace concerned,1,-0.30412378896591885
concerned contains,1,-0.30412378896591885
a note,1,-0.30412378896591885
note or,1,-0.30412378896591885
or annotation,1,-0.30412378896591885
annotation internal,1,-0.30412378896591885
a persons,2,-0.013400334805464332
persons trade,1,-0.30412378896591885
trade paragraph,1,-0.30412378896591885
paragraph marks,1,-0.30412378896591885
marks paragraphs,1,-0.30412378896591885
paragraphs in,1,-0.30412378896591885
in prose,1,-0.30412378896591885
prose indicates,1,-0.30412378896591885
indicates how,1,-0.30412378896591885
how the,1,-0.30412378896591885
the paragraph,1,-0.30412378896591885
paragraph is,1,-0.30412378896591885
is displayed,1,-0.30412378896591885
displayed a,1,-0.30412378896591885
contains descriptive,1,-0.30412378896591885
descriptive text,1,-0.30412378896591885
text appearing,1,-0.30412378896591885
appearing within,1,-0.30412378896591885
within components,1,-0.30412378896591885
components of,1,-0.30412378896591885
tei header,2,-0.013400334805464332
header participation,1,-0.30412378896591885
participation description,1,-0.30412378896591885
description describes,3,0.2773231193549902
the identifiable,1,-0.30412378896591885
identifiable speakers,1,-0.30412378896591885
speakers voices,1,-0.30412378896591885
voices or,1,-0.30412378896591885
other participants,1,-0.30412378896591885
participants internal,1,-0.30412378896591885
identifier a,1,-0.30412378896591885
a pause,1,-0.30412378896591885
pause either,1,-0.30412378896591885
either between,1,-0.30412378896591885
between or,1,-0.30412378896591885
or within,1,-0.30412378896591885
within utterances,1,-0.30412378896591885
utterances duration,1,-0.30412378896591885
minutes page,1,-0.30412378896591885
page break,1,-0.30412378896591885
break marks,1,-0.30412378896591885
marks the,2,-0.013400334805464332
the boundary,1,-0.30412378896591885
boundary between,1,-0.30412378896591885
between one,1,-0.30412378896591885
one page,1,-0.30412378896591885
page of,1,-0.30412378896591885
the next,1,-0.30412378896591885
next gives,1,-0.30412378896591885
gives the,1,-0.30412378896591885
number of,2,-0.013400334805464332
the page,1,-0.30412378896591885
page beginning,1,-0.30412378896591885
beginning here,1,-0.30412378896591885
here personal,1,-0.30412378896591885
personal name,1,-0.30412378896591885
name contains,2,-0.013400334805464332
or propernoun,1,-0.30412378896591885
propernoun phrase,1,-0.30412378896591885
phrase referring,1,-0.30412378896591885
referring to,1,-0.30412378896591885
to a,1,-0.30412378896591885
additional information,2,-0.013400334805464332
information supplied,1,-0.30412378896591885
supplied about,1,-0.30412378896591885
about a,1,-0.30412378896591885
text provides,1,-0.30412378896591885
provides information,2,-0.013400334805464332
about an,1,-0.30412378896591885
an identifiable,1,-0.30412378896591885
identifiable individual,1,-0.30412378896591885
individual for,1,-0.30412378896591885
for place,1,-0.30412378896591885
place name,2,-0.013400334805464332
an absolute,1,-0.30412378896591885
absolute or,1,-0.30412378896591885
or relative,1,-0.30412378896591885
relative place,1,-0.30412378896591885
name supplies,1,-0.30412378896591885
supplies page,1,-0.30412378896591885
page numbers,1,-0.30412378896591885
numbers for,1,-0.30412378896591885
citation textprofile,1,-0.30412378896591885
textprofile description,1,-0.30412378896591885
a detailed,1,-0.30412378896591885
detailed description,1,-0.30412378896591885
of nonbibliographic,1,-0.30412378896591885
nonbibliographic aspects,1,-0.30412378896591885
aspects of,1,-0.30412378896591885
a project,1,-0.30412378896591885
project description,1,-0.30412378896591885
describes in,1,-0.30412378896591885
in detail,1,-0.30412378896591885
detail the,1,-0.30412378896591885
the aim,1,-0.30412378896591885
aim or,1,-0.30412378896591885
or purpose,1,-0.30412378896591885
purpose for,1,-0.30412378896591885
for which,1,-0.30412378896591885
which an,1,-0.30412378896591885
electronic contains,1,-0.30412378896591885
place where,1,-0.30412378896591885
where a,1,-0.30412378896591885
bibliographic item,1,-0.30412378896591885
item was,1,-0.30412378896591885
was publication,1,-0.30412378896591885
publication statement,1,-0.30412378896591885
information concerning,1,-0.30412378896591885
concerning the,1,-0.30412378896591885
distribution provides,1,-0.30412378896591885
the organization,1,-0.30412378896591885
organization responsible,1,-0.30412378896591885
for quotation,1,-0.30412378896591885
quotation contains,1,-0.30412378896591885
a phrase,2,-0.013400334805464332
phrase or,2,-0.013400334805464332
or passage,2,-0.013400334805464332
passage attributed,1,-0.30412378896591885
attributed by,1,-0.30412378896591885
the narrator,1,-0.30412378896591885
narrator or,1,-0.30412378896591885
or a,3,0.2773231193549902
crossedout recording,1,-0.30412378896591885
recording event,2,-0.013400334805464332
event details,1,-0.30412378896591885
an audio,1,-0.30412378896591885
audio or,1,-0.30412378896591885
or video,1,-0.30412378896591885
video recording,1,-0.30412378896591885
event recording,1,-0.30412378896591885
recording statement,1,-0.30412378896591885
statement describes,1,-0.30412378896591885
describes a,1,-0.30412378896591885
a set,1,-0.30412378896591885
of recordings,1,-0.30412378896591885
recordings used,1,-0.30412378896591885
used in,1,-0.30412378896591885
in transcription,1,-0.30412378896591885
transcription of,1,-0.30412378896591885
a references,1,-0.30412378896591885
references declaration,1,-0.30412378896591885
provides documentation,1,-0.30412378896591885
the reference,3,0.2773231193549902
reference system,1,-0.30412378896591885
system applicable,1,-0.30412378896591885
applicable to,1,-0.30412378896591885
to relationship,1,-0.30412378896591885
relationship describes,1,-0.30412378896591885
describes any,1,-0.30412378896591885
any kind,3,0.2773231193549902
kind of,4,0.5680465735154447
of relationship,2,-0.013400334805464332
relationship or,1,-0.30412378896591885
or linkage,1,-0.30412378896591885
linkage amongst,1,-0.30412378896591885
amongst a,1,-0.30412378896591885
a specified,1,-0.30412378896591885
specified identifies,1,-0.30412378896591885
the active,1,-0.30412378896591885
active participants,1,-0.30412378896591885
participants in,2,-0.013400334805464332
a nonmutual,2,-0.013400334805464332
nonmutual supplies,1,-0.30412378896591885
of participants,1,-0.30412378896591885
participants amongst,1,-0.30412378896591885
amongst all,1,-0.30412378896591885
all of,1,-0.30412378896591885
of whom,1,-0.30412378896591885
whom the,1,-0.30412378896591885
relationship holds,1,-0.30412378896591885
holds equally,1,-0.30412378896591885
equally supplies,1,-0.30412378896591885
the kind,2,-0.013400334805464332
relationship of,1,-0.30412378896591885
the passive,1,-0.30412378896591885
passive participants,1,-0.30412378896591885
nonmutual contains,1,-0.30412378896591885
phrase describing,1,-0.30412378896591885
describing the,1,-0.30412378896591885
persons statement,1,-0.30412378896591885
responsibility supplies,1,-0.30412378896591885
a statement,1,-0.30412378896591885
for someone,1,-0.30412378896591885
someone responsible,1,-0.30412378896591885
responsible revision,1,-0.30412378896591885
revision description,1,-0.30412378896591885
description summarizes,1,-0.30412378896591885
summarizes the,1,-0.30412378896591885
the revision,1,-0.30412378896591885
revision history,1,-0.30412378896591885
history for,1,-0.30412378896591885
a file,1,-0.30412378896591885
file sunit,1,-0.30412378896591885
sunit contains,1,-0.30412378896591885
a sentencelike,1,-0.30412378896591885
sentencelike division,1,-0.30412378896591885
division of,1,-0.30412378896591885
text sequence,1,-0.30412378896591885
sequence number,1,-0.30412378896591885
number sampling,1,-0.30412378896591885
sampling declaration,1,-0.30412378896591885
declaration contains,1,-0.30412378896591885
a prose,1,-0.30412378896591885
prose description,1,-0.30412378896591885
the rationale,1,-0.30412378896591885
rationale and,1,-0.30412378896591885
and methods,1,-0.30412378896591885
methods used,1,-0.30412378896591885
used setting,1,-0.30412378896591885
setting describes,1,-0.30412378896591885
describes one,1,-0.30412378896591885
one particular,1,-0.30412378896591885
particular setting,1,-0.30412378896591885
setting in,1,-0.30412378896591885
in which,1,-0.30412378896591885
language setting,1,-0.30412378896591885
setting description,1,-0.30412378896591885
the setting,1,-0.30412378896591885
setting or,1,-0.30412378896591885
or settings,1,-0.30412378896591885
settings within,1,-0.30412378896591885
language shift,1,-0.30412378896591885
shift marks,1,-0.30412378896591885
the point,1,-0.30412378896591885
point at,1,-0.30412378896591885
at which,1,-0.30412378896591885
which some,1,-0.30412378896591885
some paralinguistic,1,-0.30412378896591885
paralinguistic feature,2,-0.013400334805464332
feature of,1,-0.30412378896591885
a series,1,-0.30412378896591885
series of,1,-0.30412378896591885
of specifies,1,-0.30412378896591885
new state,1,-0.30412378896591885
state of,1,-0.30412378896591885
the paralinguistic,1,-0.30412378896591885
feature specified,1,-0.30412378896591885
specified supplies,1,-0.30412378896591885
the source,1,-0.30412378896591885
source texts,1,-0.30412378896591885
texts from,1,-0.30412378896591885
from speech,1,-0.30412378896591885
speech an,1,-0.30412378896591885
an individual,1,-0.30412378896591885
individual speech,1,-0.30412378896591885
speech in,1,-0.30412378896591885
a performance,1,-0.30412378896591885
performance text,1,-0.30412378896591885
passage indicates,1,-0.30412378896591885
a specialized,1,-0.30412378896591885
specialized form,1,-0.30412378896591885
heading or,1,-0.30412378896591885
or label,1,-0.30412378896591885
label giving,1,-0.30412378896591885
giving the,1,-0.30412378896591885
of stage,2,-0.013400334805464332
stage direction,2,-0.013400334805464332
direction contains,1,-0.30412378896591885
direction within,1,-0.30412378896591885
a dramatic,1,-0.30412378896591885
dramatic text,1,-0.30412378896591885
single spoken,1,-0.30412378896591885
text ie,1,-0.30412378896591885
a transcription,1,-0.30412378896591885
transcription or,1,-0.30412378896591885
or specifies,1,-0.30412378896591885
of spoken,1,-0.30412378896591885
text demographically,1,-0.30412378896591885
demographically sampled,1,-0.30412378896591885
sampled conversation,1,-0.30412378896591885
conversation any,1,-0.30412378896591885
any other,1,-0.30412378896591885
other spoken,1,-0.30412378896591885
text tagusage,1,-0.30412378896591885
tagusage supplies,1,-0.30412378896591885
the usage,1,-0.30412378896591885
usage of,1,-0.30412378896591885
a specific,1,-0.30412378896591885
specific element,1,-0.30412378896591885
element the,1,-0.30412378896591885
identifier specifies,1,-0.30412378896591885
of occurrences,1,-0.30412378896591885
occurrences of,1,-0.30412378896591885
this element,1,-0.30412378896591885
element within,1,-0.30412378896591885
text tagging,1,-0.30412378896591885
tagging declaration,1,-0.30412378896591885
the xml,1,-0.30412378896591885
xml elements,1,-0.30412378896591885
elements actually,1,-0.30412378896591885
actually used,1,-0.30412378896591885
within taxonomy,1,-0.30412378896591885
taxonomy defines,1,-0.30412378896591885
a typology,1,-0.30412378896591885
typology used,1,-0.30412378896591885
to classify,1,-0.30412378896591885
classify texts,1,-0.30412378896591885
texts either,1,-0.30412378896591885
either implicitly,1,-0.30412378896591885
implicitly by,1,-0.30412378896591885
by tei,1,-0.30412378896591885
header supplies,1,-0.30412378896591885
the descriptive,1,-0.30412378896591885
descriptive and,1,-0.30412378896591885
and declarative,1,-0.30412378896591885
declarative information,1,-0.30412378896591885
information making,1,-0.30412378896591885
making contains,1,-0.30412378896591885
phrase used,1,-0.30412378896591885
to describe,1,-0.30412378896591885
describe the,1,-0.30412378896591885
or nature,1,-0.30412378896591885
single written,1,-0.30412378896591885
text specifies,1,-0.30412378896591885
of written,1,-0.30412378896591885
text academic,1,-0.30412378896591885
prose fiction,1,-0.30412378896591885
fiction and,1,-0.30412378896591885
and verse,1,-0.30412378896591885
verse newspapers,1,-0.30412378896591885
newspapers nonacademic,1,-0.30412378896591885
nonacademic prose,1,-0.30412378896591885
prose and,1,-0.30412378896591885
and biography,1,-0.30412378896591885
biography other,1,-0.30412378896591885
other published,1,-0.30412378896591885
published materials,1,-0.30412378896591885
materials unpublished,1,-0.30412378896591885
unpublished materials,1,-0.30412378896591885
materials text,1,-0.30412378896591885
text classification,1,-0.30412378896591885
classification groups,1,-0.30412378896591885
information which,1,-0.30412378896591885
which describes,1,-0.30412378896591885
nature or,1,-0.30412378896591885
or topic,1,-0.30412378896591885
topic of,1,-0.30412378896591885
full title,1,-0.30412378896591885
a work,2,-0.013400334805464332
work of,1,-0.30412378896591885
of any,1,-0.30412378896591885
kind indicates,1,-0.30412378896591885
the bibliographic,1,-0.30412378896591885
bibliographic level,1,-0.30412378896591885
this title,1,-0.30412378896591885
title title,1,-0.30412378896591885
title statement,1,-0.30412378896591885
work and,1,-0.30412378896591885
and those,1,-0.30412378896591885
those supplies,1,-0.30412378896591885
icuconformant rules,1,-0.30412378896591885
used contains,1,-0.30412378896591885
more truncated,1,-0.30412378896591885
truncated words,1,-0.30412378896591885
words in,1,-0.30412378896591885
in transcribed,1,-0.30412378896591885
speech utterance,1,-0.30412378896591885
utterance a,1,-0.30412378896591885
a stretch,1,-0.30412378896591885
stretch of,1,-0.30412378896591885
of speech,1,-0.30412378896591885
speech usually,1,-0.30412378896591885
usually preceded,1,-0.30412378896591885
preceded and,1,-0.30412378896591885
and followed,1,-0.30412378896591885
followed by,1,-0.30412378896591885
by indicates,1,-0.30412378896591885
of contains,1,-0.30412378896591885
word phrase,1,-0.30412378896591885
passage which,1,-0.30412378896591885
which can,1,-0.30412378896591885
can not,1,-0.30412378896591885
not be,1,-0.30412378896591885
be transcribed,1,-0.30412378896591885
transcribed duration,1,-0.30412378896591885
minutes value,1,-0.30412378896591885
value definition,1,-0.30412378896591885
definition contains,1,-0.30412378896591885
single value,1,-0.30412378896591885
value and,1,-0.30412378896591885
and gloss,1,-0.30412378896591885
gloss pair,1,-0.30412378896591885
pair for,1,-0.30412378896591885
be value,1,-0.30412378896591885
value list,2,-0.013400334805464332
list contains,1,-0.30412378896591885
more valitem,1,-0.30412378896591885
valitem elements,1,-0.30412378896591885
elements defining,1,-0.30412378896591885
defining possible,1,-0.30412378896591885
possible supplies,1,-0.30412378896591885
a previouslydefined,1,-0.30412378896591885
previouslydefined value,1,-0.30412378896591885
list to,1,-0.30412378896591885
be specifies,3,0.2773231193549902
the extensibility,1,-0.30412378896591885
extensibility of,1,-0.30412378896591885
the list,1,-0.30412378896591885
of attribute,1,-0.30412378896591885
attribute values,1,-0.30412378896591885
values only,2,-0.013400334805464332
the values,3,0.2773231193549902
values specified,3,0.2773231193549902
specified are,2,-0.013400334805464332
are permitted,1,-0.30412378896591885
permitted all,1,-0.30412378896591885
specified should,1,-0.30412378896591885
be supported,1,-0.30412378896591885
supported but,1,-0.30412378896591885
but the,1,-0.30412378896591885
are sample,1,-0.30412378896591885
sample values,1,-0.30412378896591885
only supplies,1,-0.30412378896591885
specifies where,1,-0.30412378896591885
where the,1,-0.30412378896591885
the indexer,1,-0.30412378896591885
indexer is,1,-0.30412378896591885
to find,1,-0.30412378896591885
find a,1,-0.30412378896591885
a value,1,-0.30412378896591885
value supplies,1,-0.30412378896591885
be indicates,2,-0.013400334805464332
of value,1,-0.30412378896591885
value to,1,-0.30412378896591885
be found,1,-0.30412378896591885
found element,1,-0.30412378896591885
content attribute,1,-0.30412378896591885
attribute content,1,-0.30412378896591885
content content,1,-0.30412378896591885
content returned,1,-0.30412378896591885
returned by,1,-0.30412378896591885
by one,1,-0.30412378896591885
one of,1,-0.30412378896591885
the pseudo,1,-0.30412378896591885
pseudo indicates,1,-0.30412378896591885
indicates whether,1,-0.30412378896591885
whether the,1,-0.30412378896591885
value required,1,-0.30412378896591885
required should,1,-0.30412378896591885
be casefolded,1,-0.30412378896591885
casefolded or,1,-0.30412378896591885
or vocalized,1,-0.30412378896591885
vocalized semilexical,1,-0.30412378896591885
semilexical any,1,-0.30412378896591885
any vocalized,1,-0.30412378896591885
vocalized but,1,-0.30412378896591885
but not,1,-0.30412378896591885
necessarily lexical,1,-0.30412378896591885
lexical phenomenon,1,-0.30412378896591885
phenomenon for,1,-0.30412378896591885
example provides,1,-0.30412378896591885
the vocal,1,-0.30412378896591885
vocal event,1,-0.30412378896591885
minutes indicates,1,-0.30412378896591885
of word,1,-0.30412378896591885
word represents,1,-0.30412378896591885
represents a,1,-0.30412378896591885
a grammatical,1,-0.30412378896591885
grammatical not,1,-0.30412378896591885
necessarily orthographic,1,-0.30412378896591885
orthographic word,1,-0.30412378896591885
word supplies,1,-0.30412378896591885
a simplified,1,-0.30412378896591885
simplified partofspeech,1,-0.30412378896591885
partofspeech code,1,-0.30412378896591885
code adjective,1,-0.30412378896591885
adjective adverb,1,-0.30412378896591885
adverb article,1,-0.30412378896591885
article conjunction,1,-0.30412378896591885
conjunction interjection,1,-0.30412378896591885
interjection preposition,1,-0.30412378896591885
preposition pronoun,1,-0.30412378896591885
pronoun punctuation,1,-0.30412378896591885
punctuation substantive,1,-0.30412378896591885
substantive unclassified,1,-0.30412378896591885
unclassified or,1,-0.30412378896591885
or nonlexical,1,-0.30412378896591885
nonlexical word,1,-0.30412378896591885
word verb,1,-0.30412378896591885
verb specifies,1,-0.30412378896591885
the headword,1,-0.30412378896591885
headword under,1,-0.30412378896591885
under which,1,-0.30412378896591885
this lexical,1,-0.30412378896591885
lexical unit,1,-0.30412378896591885
unit is,1,-0.30412378896591885
is supplies,1,-0.30412378896591885
noun provides,1,-0.30412378896591885
provides data,1,-0.30412378896591885
data needed,1,-0.30412378896591885
needed to,1,-0.30412378896591885
to define,1,-0.30412378896591885
define one,1,-0.30412378896591885
one part,1,-0.30412378896591885
a xaira,1,-0.30412378896591885
xaira specification,1,-0.30412378896591885
specification supplies,1,-0.30412378896591885
indicates what,1,-0.30412378896591885
what is,1,-0.30412378896591885
is defined,1,-0.30412378896591885
defined by,1,-0.30412378896591885
by this,1,-0.30412378896591885
this part,2,-0.013400334805464332
the specification,2,-0.013400334805464332
specification an,1,-0.30412378896591885
element and,1,-0.30412378896591885
and its,1,-0.30412378896591885
its attributes,1,-0.30412378896591885
a lexical,1,-0.30412378896591885
lexical form,1,-0.30412378896591885
form an,1,-0.30412378896591885
an additional,1,-0.30412378896591885
additional key,1,-0.30412378896591885
key a,1,-0.30412378896591885
a lemmatization,1,-0.30412378896591885
lemmatization scheme,1,-0.30412378896591885
scheme a,1,-0.30412378896591885
a region,1,-0.30412378896591885
region the,1,-0.30412378896591885
reference used,2,-0.013400334805464332
to identify,2,-0.013400334805464332
identify the,2,-0.013400334805464332
default scope,1,-0.30412378896591885
scope for,1,-0.30412378896591885
for results,1,-0.30412378896591885
results the,1,-0.30412378896591885
policy for,1,-0.30412378896591885
for some,1,-0.30412378896591885
some the,1,-0.30412378896591885
default language,1,-0.30412378896591885
language for,1,-0.30412378896591885
for any,1,-0.30412378896591885
additional tokenization,1,-0.30412378896591885
tokenization or,1,-0.30412378896591885
or contains,1,-0.30412378896591885
of xaira,1,-0.30412378896591885
xaira parameters,1,-0.30412378896591885
parameters of,1,-0.30412378896591885
particular type,1,-0.30412378896591885
type indicates,1,-0.30412378896591885
the function,1,-0.30412378896591885
specification lists,1,-0.30412378896591885
lists and,1,-0.30412378896591885
and glosses,1,-0.30412378896591885
glosses the,1,-0.30412378896591885
elements specifies,1,-0.30412378896591885
specifies how,2,-0.013400334805464332
how items,2,-0.013400334805464332
items are,2,-0.013400334805464332
are to,2,-0.013400334805464332
indexed specifies,1,-0.30412378896591885
specifies any,4,0.5680465735154447
any lemmatization,1,-0.30412378896591885
lemmatization schemes,1,-0.30412378896591885
schemes specifies,1,-0.30412378896591885
any predefined,1,-0.30412378896591885
predefined ranges,1,-0.30412378896591885
ranges to,1,-0.30412378896591885
be referenced,1,-0.30412378896591885
referenced specifies,1,-0.30412378896591885
any special,1,-0.30412378896591885
special indexing,1,-0.30412378896591885
indexing specifies,1,-0.30412378896591885
any languagespecific,1,-0.30412378896591885
languagespecific rules,1,-0.30412378896591885
rules specifies,1,-0.30412378896591885
specifies additional,1,-0.30412378896591885
information needed,1,-0.30412378896591885
needed by,1,-0.30412378896591885
by xaira,1,-0.30412378896591885
xaira w,1,-0.30412378896591885
w c,1,-0.30412378896591885
c xxx,1,-0.30412378896591885
xxx w,1,-0.30412378896591885
w w,1,-0.30412378896591885
w xxx,1,-0.30412378896591885
xxx defines,1,-0.30412378896591885
defines the,1,-0.30412378896591885
the additional,1,-0.30412378896591885
additional keys,1,-0.30412378896591885
keys used,1,-0.30412378896591885
to support,1,-0.30412378896591885
support filtering,1,-0.30412378896591885
filtering of,1,-0.30412378896591885
text stext,1,-0.30412378896591885
stext teiheader,1,-0.30412378896591885
teiheader wtext,1,-0.30412378896591885
wtext nowhere,1,-0.30412378896591885
nowhere headword,1,-0.30412378896591885
headword pos,1,-0.30412378896591885
pos region,1,-0.30412378896591885
region stext,2,-0.013400334805464332
stext wtext,1,-0.30412378896591885
wtext region,1,-0.30412378896591885
stext region,1,-0.30412378896591885
region teiheader,1,-0.30412378896591885
teiheader bncdoc,1,-0.30412378896591885
bncdoc s,1,-0.30412378896591885
s 12,1,-0.30412378896591885
12 u,1,-0.30412378896591885
u person,1,-0.30412378896591885
person catref,1,-0.30412378896591885
catref the,1,-0.30412378896591885
the language,1,-0.30412378896591885
language of,1,-0.30412378896591885
is modern,1,-0.30412378896591885
modern british,1,-0.30412378896591885
english words,1,-0.30412378896591885
words unknown,1,-0.30412378896591885
unknown speaker,1,-0.30412378896591885
speaker group,1,-0.30412378896591885
of unknown,1,-0.30412378896591885
unknown speakers,1,-0.30412378896591885
speakers introduce,1,-0.30412378896591885
introduce wtext,1,-0.30412378896591885
wtext finalize,1,-0.30412378896591885
finalize header,1,-0.30412378896591885
header generation,1,-0.30412378896591885
generation script,1,-0.30412378896591885
script add,1,-0.30412378896591885
add taxonomy,1,-0.30412378896591885
taxonomy descs,1,-0.30412378896591885
descs and,1,-0.30412378896591885
and tax,1,-0.30412378896591885
tax indexpol,1,-0.30412378896591885
indexpol autogenerated,1,-0.30412378896591885
autogenerated xairaspec,1,-0.30412378896591885
xairaspec from,1,-0.30412378896591885
from bncxmlodd,1,-0.30412378896591885
bncxmlodd handedits,1,-0.30412378896591885
handedits following,1,-0.30412378896591885
following newhrdgenxsl,1,-0.30412378896591885
newhrdgenxsl last,1,-0.30412378896591885
last xaira,1,-0.30412378896591885
xaira index,1,-0.30412378896591885
index run,1,-0.30412378896591885
run final,1,-0.30412378896591885
final manual,2,-0.013400334805464332
manual check,1,-0.30412378896591885
check before,1,-0.30412378896591885
before delivery,1,-0.30412378896591885
delivery to,1,-0.30412378896591885
to ou,1,-0.30412378896591885
ou revised,1,-0.30412378896591885
revised taxonomy,1,-0.30412378896591885
taxonomy definitions,1,-0.30412378896591885
definitions final,1,-0.30412378896591885
manual corrections,2,-0.013400334805464332
corrections for,2,-0.013400334805464332
for bncw,3,0.2773231193549902
bncw further,1,-0.30412378896591885
further manual,1,-0.30412378896591885
bncw manually,1,-0.30412378896591885
manually changed,1,-0.30412378896591885
changed catdescriptions,1,-0.30412378896591885
catdescriptions etc,1,-0.30412378896591885
etc for,1,-0.30412378896591885
bncw corpus,1,-0.30412378896591885
corpus revision,1,-0.30412378896591885
